HS_CODE
32041600
32089091
34029090
34031980
34039900
35061000
35069190
38200000
38229000
39172900
39173200
39173300
39173900
39174000
39191080
39211310
39235090
39239000
39269097
40059900
40082190
40091100
40091200
40092100
40092200
40093100
40093200
40094100
40094200
40103100
40169300
40169991
40169997
48211010
48211090
48232000
49019900
49019990
49111010
68053000
68061000
68069000
68151900
69149000
70071980
70199000
73049000
73072100
73079100
73079210
73079290
73079910
73079980
73102910
73102990
73158900
73181588
73181595
73181630
73181631
73181639
73181640
73181660
73181699
73181900
73182100
73182200
73182400
73182900
73202089
73269092
73269094
73269098
74071000
74099000
74101100
74112900
74122000
74130000
74152100
74152900
74153900
76042100
76081000
76090000
76161000
76169990
79070000
82041100
82042000
82055980
82073010
82079099
83014090
83017000
83021000
83023000
83024900
83026000
83071000
83100000
84081027
84081031
84081041
84081051
84081061
84081069
84081071
84081081
84081089
84082057
84082099
84089000
84089027
84089037
84089043
84089047
84089051
84089061
84089065
84089067
84089075
84089081
84089085
84089089
84099120
84099900
84099999
84112200
84123900
84129040
84129080
84132000
84133000
84133020
84133080
84135080
84138100
84139100
84145995
84148011
84149000
84195080
84199085
84212300
84212980
84213100
84213200
84213925
84213935
84213985
84219990
84251900
84714100
84719000
84811019
84811099
84813091
84814090
84818019
84818031
84818099
84819000
84821090
84824000
84828000
84829190
84831021
84831095
84833032
84833038
84833080
84834021
84834090
84835020
84835080
84836020
84836080
84839020
84839089
84841000
84842000
84849000
84879090
85011099
85013100
85013200
85016120
85016200
85016300
85021120
85021180
85021200
85021320
85021340
85021380
85022080
85030000
85030098
85030099
85043121
85043129
85043180
85044055
85044060
85044086
85044095
85045000
85049090
85051110
85065090
85071080
85076000
85079080
85111000
85113000
85114000
85115000
85118000
85119000
85122000
85161000
85161080
85168080
85169000
85176200
85234990
85235110
85238090
85318070
85332900
85334010
85334090
85354000
85359000
85361010
85361050
85361090
85362010
85362090
85363010
85364190
85364900
85365011
85365019
85365080
85366990
85369010
85369095
85371010
85371091
85371095
85371098
85381000
85389019
85389099
85411000
85423900
85437090
85442000
85443000
85444290
85446090
85452000
85469090
85472000
85479000
87088035
87089120
87089135
87089235
87089299
87089997
90178090
90251900
90261029
90261081
90261089
90262020
90262040
90262080
90268020
90268080
90269000
90271010
90278990
90291000
90292038
90299000
90303100
90303370
90318020
90318080
90319000
90321020
90321080
90328900
90329000
91061000
91069000
94054099
96039099
96062100
2712909990
3208909190
3506990000
4009310000
6815109000
7210908099
7318158890
8302300000
8408106100
8408904390
8408904799
8409990000
8421239000
8483105090
8503009937
8536501999
